Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
305,KJ Martin,24,2TM,PF,38,15,21.2,2.6,4.5,.570,0.4,1.2,.304,2.2,3.3,.667,.610,0.9,1.2,.778,0.8,2.3,3.1,1.0,0.4,0.6,0.6,2.5,6.4,,martike04
305,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,martike04
305,KJ Martin,24,UTA,SF,14,8,23.1,2.6,5.2,.507,0.4,1.8,.240,2.2,3.4,.646,.548,0.8,1.1,.688,0.6,2.6,3.1,1.4,0.4,0.4,0.7,2.4,6.5,,martike04
306,Ryan Dunn,22,PHO,SF,63,33,17.8,2.6,6.0,.434,1.0,3.2,.308,1.6,2.8,.576,.516,0.2,0.5,.469,1.0,2.3,3.2,0.8,0.5,0.6,0.4,2.1,6.4,,dunnry01
307,DaQuan Jeffries,27,CHO,SG,36,12,21.8,2.4,5.8,.407,1.1,3.3,.336,1.3,2.5,.500,.502,0.5,0.6,.826,0.8,1.9,2.7,1.1,0.5,0.6,0.7,2.2,6.4,,jeffrda01
308,Karlo Matković,23,NOP,PF,34,6,18.0,2.6,4.7,.560,0.4,1.2,.317,2.2,3.5,.644,.601,0.8,1.0,.771,1.7,3.1,4.8,0.9,0.5,1.0,1.1,2.4,6.4,,matkoka01
309,Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4,,mitchaj01
310,Precious Achiuwa,25,NYK,C,47,8,20.5,2.7,5.2,.516,0.2,0.7,.281,2.5,4.6,.551,.535,0.7,1.1,.604,2.0,3.7,5.6,1.0,0.8,0.7,0.7,1.4,6.3,,achiupr01
311,Jamison Battle,23,TOR,SF,48,4,15.2,2.2,5.2,.426,1.6,3.9,.399,0.6,1.3,.508,.576,0.3,0.3,.875,0.6,1.6,2.2,0.8,0.2,0.2,0.4,1.4,6.3,,battlja01
312,Haywood Highsmith,28,MIA,SF,63,40,24.3,2.3,5.1,.464,1.1,3.0,.387,1.2,2.1,.571,.577,0.5,0.6,.750,0.8,2.3,3.2,1.4,1.0,0.6,0.7,2.2,6.3,,highsha01
313,Seth Curry,34,CHO,SG,60,10,14.9,2.3,4.9,.474,1.2,2.6,.458,1.1,2.3,.493,.596,0.4,0.5,.821,0.4,1.2,1.6,0.8,0.4,0.1,0.4,0.9,6.2,,curryse01
314,Jeff Dowtin,27,PHI,PG,37,2,13.9,2.5,5.0,.495,0.6,1.5,.418,1.9,3.5,.527,.556,0.6,0.9,.697,0.3,1.2,1.6,1.8,0.5,0.2,0.3,0.6,6.2,,dowtije01
315,Simone Fontecchio,29,DET,SF,65,0,16.9,2.1,5.2,.409,1.0,3.1,.340,1.1,2.1,.511,.510,1.0,1.2,.818,0.6,2.3,3.0,0.9,0.4,0.2,0.7,1.3,6.2,,fontesi01
316,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,smithdr01
317,Gabe Vincent,28,LAL,PG,61,11,21.3,2.3,5.7,.400,1.4,4.1,.353,0.9,1.7,.515,.526,0.2,0.3,.667,0.2,1.0,1.2,1.5,0.7,0.2,0.6,2.1,6.2,,vincega01
318,Alec Burks,33,MIA,SG,39,4,17.0,1.9,4.8,.401,1.5,3.6,.410,0.5,1.2,.375,.553,0.8,1.1,.762,0.3,2.2,2.6,1.1,0.6,0.2,0.4,0.7,6.1,,burksal01
319,Kris Dunn,30,LAC,PG,63,47,23.8,2.5,5.8,.429,0.9,2.9,.308,1.6,2.9,.552,.507,0.2,0.3,.611,0.8,2.7,3.4,2.9,1.8,0.4,1.0,2.6,6.1,,dunnkr01
320,Donovan Clingan,20,POR,C,57,27,18.4,2.5,4.6,.546,0.2,0.6,.273,2.4,4.0,.585,.563,0.9,1.4,.605,3.0,4.4,7.4,1.0,0.4,1.6,1.1,2.7,6.0,,clingdo01
321,Chuma Okeke,26,PHI,PF,6,2,23.0,2.3,4.0,.583,1.3,2.7,.500,1.0,1.3,.750,.750,0.0,0.0,,2.5,3.2,5.7,1.5,0.7,0.3,0.5,0.5,6.0,,okekech01
322,Marcus Sasser,24,DET,PG,50,0,13.4,2.2,4.7,.470,0.9,2.5,.379,1.3,2.2,.573,.571,0.6,0.7,.861,0.3,0.8,1.1,2.2,0.6,0.1,0.8,1.2,6.0,,sassema01
323,Isaiah Stewart,23,DET,C,66,3,19.7,2.4,4.3,.559,0.2,0.7,.311,2.2,3.7,.606,.584,0.9,1.2,.756,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.4,6.0,,stewais01
324,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,wisemja01
325,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,wongis01
326,Orlando Robinson,24,2TM,C,35,4,16.1,2.2,5.2,.429,0.3,0.9,.281,2.0,4.3,.460,.453,1.2,1.5,.796,1.8,2.7,4.5,1.6,0.4,0.4,1.1,1.9,5.9,,robinor01
326,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
326,Orlando Robinson,24,TOR,C,26,4,19.5,2.7,6.3,.430,0.3,1.0,.296,2.4,5.3,.457,.455,1.5,1.8,.830,2.3,3.2,5.5,1.8,0.4,0.5,1.3,2.3,7.3,,robinor01
327,Mouhamed Gueye,22,ATL,PF,23,19,16.1,2.3,5.4,.416,0.7,2.7,.238,1.6,2.7,.597,.476,0.7,0.9,.762,0.9,2.3,3.2,0.8,0.9,1.1,0.4,1.6,5.9,,gueyemo02
328,Jeremiah Robinson-Earl,24,NOP,PF,56,6,17.9,2.2,4.8,.459,0.8,2.3,.346,1.4,2.5,.561,.541,0.7,0.9,.837,1.5,2.9,4.5,1.2,0.6,0.1,0.7,1.2,5.9,,robinje02
329,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,brownmo01
329,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,brownmo01
329,Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,.724,0.0,0.0,,5.3,7.3,.724,.724,1.3,1.5,.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,,brownmo01
330,Ben Simmons,28,2TM,PG,43,24,23.3,2.6,4.8,.538,0.0,0.0,,2.6,4.8,.538,.538,0.6,0.8,.727,1.0,4.0,5.0,6.2,0.8,0.5,2.2,2.3,5.8,,simmobe01
330,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,,simmobe01
330,Ben Simmons,28,LAC,PG,10,0,17.9,1.9,3.8,.500,0.0,0.0,,1.9,3.8,.500,.500,0.6,0.7,.857,1.1,3.0,4.1,3.6,1.0,0.6,0.7,1.6,4.4,,simmobe01
331,Jaylin Williams,22,OKC,PF,41,7,16.9,2.0,4.8,.431,1.2,3.3,.375,0.8,1.4,.559,.562,0.5,0.6,.769,1.1,4.6,5.7,2.5,0.4,0.6,0.7,1.7,5.8,,willija07
332,Kenrich Williams,30,OKC,PF,58,4,15.3,2.2,4.6,.483,0.9,2.4,.387,1.3,2.2,.585,.582,0.4,0.5,.821,0.9,2.4,3.3,1.2,0.6,0.1,0.5,1.5,5.8,,willike04
333,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,.641,0.1,0.2,.333,2.5,3.8,.653,.647,0.8,0.9,.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,williro04
334,Sandro Mamukelashvili,25,SAS,PF,49,0,9.4,2.1,3.9,.526,1.0,2.3,.412,1.1,1.6,.692,.648,0.6,0.9,.738,0.9,1.8,2.7,0.6,0.4,0.3,0.4,0.9,5.7,,mamuksa01
335,Shake Milton,28,2TM,SG,53,1,14.8,2.1,4.5,.460,0.7,1.9,.363,1.4,2.5,.533,.538,0.8,1.0,.792,0.6,1.3,1.9,1.9,0.4,0.1,0.7,1.2,5.6,,miltosh01
335,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,miltosh01
335,Shake Milton,28,LAL,SG,26,0,11.3,1.4,3.1,.450,0.3,1.2,.300,1.0,1.9,.540,.506,0.7,0.8,.850,0.5,1.3,1.9,1.3,0.3,0.1,0.7,0.8,3.8,,miltosh01
336,Javonte Green,31,2TM,SG,58,18,20.0,2.0,4.4,.447,0.8,2.2,.360,1.2,2.2,.531,.535,0.9,1.2,.736,0.9,2.4,3.4,0.9,1.0,0.5,0.5,1.4,5.6,,greenja02
336,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,,greenja02
336,Javonte Green,31,CLE,SG,8,0,8.3,1.8,3.9,.452,0.9,2.1,.412,0.9,1.8,.500,.565,0.4,0.8,.500,0.8,1.4,2.1,0.6,0.4,0.0,0.1,0.9,4.8,,greenja02
337,Isaac Okoro,24,CLE,SG,45,20,18.7,2.0,4.6,.442,1.0,2.7,.369,1.0,1.9,.548,.551,0.6,0.8,.730,0.8,1.3,2.1,1.3,0.6,0.4,0.5,1.9,5.6,,okorois01
338,Jonathan Isaac,27,ORL,PF,62,0,15.5,1.9,4.7,.408,0.6,2.3,.266,1.3,2.4,.543,.473,1.0,1.5,.670,1.7,2.8,4.5,0.5,0.9,1.1,0.4,1.3,5.5,,isaacjo01
339,Mitchell Robinson,26,NYK,C,10,1,16.3,2.4,3.5,.686,0.0,0.0,,2.4,3.5,.686,.686,0.7,1.1,.636,3.0,2.5,5.5,0.5,1.0,0.9,0.6,1.5,5.5,,robinmi01
340,Ben Sheppard,23,IND,SG,56,9,20.1,2.0,4.8,.421,1.1,3.2,.343,0.9,1.5,.588,.538,0.4,0.4,.880,0.7,2.2,2.9,1.3,0.6,0.2,0.3,2.1,5.5,,sheppbe01
341,Dean Wade,28,CLE,PF,51,27,21.3,1.9,4.6,.414,1.4,3.8,.356,0.6,0.8,.674,.559,0.3,0.5,.520,0.9,3.6,4.5,1.3,0.7,0.4,0.4,1.8,5.5,,wadede01
342,Jarace Walker,21,IND,PF,63,3,15.3,2.0,4.4,.454,0.8,2.3,.364,1.2,2.2,.547,.546,0.6,1.0,.645,0.3,2.5,2.8,1.3,0.8,0.3,1.1,1.6,5.5,,walkeja02
343,Moussa Diabaté,23,CHO,C,62,8,17.8,2.2,3.8,.594,0.0,0.1,.000,2.2,3.7,.604,.594,0.9,1.5,.591,2.8,3.5,6.3,0.9,0.7,0.6,0.9,1.5,5.4,,diabamo01
344,Talen Horton-Tucker,24,CHI,SG,50,0,11.1,2.0,4.5,.439,0.7,1.9,.365,1.3,2.5,.496,.518,0.8,1.1,.684,0.3,1.4,1.7,1.3,0.3,0.2,0.7,1.0,5.4,,hortota01
345,Matisse Thybulle,27,POR,SG,5,0,15.2,2.2,4.4,.500,0.8,2.2,.364,1.4,2.2,.636,.591,0.2,0.4,.500,0.8,2.8,3.6,1.0,2.2,0.6,0.0,0.2,5.4,,thybuma01
346,Oscar Tshiebwe,25,UTA,C,8,0,14.8,2.0,3.3,.615,0.0,0.0,,2.0,3.3,.615,.615,1.4,1.8,.786,2.3,5.5,7.8,0.6,0.8,0.0,0.4,1.8,5.4,,tshieos01
347,Keaton Wallace,25,ATL,PG,28,4,16.2,2.0,4.9,.413,0.9,2.6,.356,1.1,2.3,.477,.507,0.4,0.4,1.000,0.3,1.1,1.4,2.2,0.8,0.3,1.0,1.3,5.4,,wallake01
348,Bismack Biyombo,32,SAS,C,18,16,17.6,2.4,3.6,.672,0.0,0.0,,2.4,3.6,.672,.672,0.5,1.1,.474,1.6,3.5,5.1,1.2,0.7,0.7,0.9,1.8,5.3,,biyombi01
349,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,bufkiko01
350,Aaron Holiday,28,HOU,PG,53,3,12.7,1.8,4.2,.428,1.1,2.8,.384,0.7,1.4,.513,.554,0.6,0.8,.825,0.2,1.1,1.3,1.3,0.3,0.2,0.6,1.1,5.3,,holidaa01
351,Quenton Jackson,26,IND,PG,23,7,13.3,2.0,4.1,.489,0.5,1.3,.379,1.5,2.8,.538,.548,0.8,1.1,.760,0.5,1.0,1.5,1.7,0.6,0.2,0.6,1.7,5.3,,jacksqu01
352,Luke Kornet,29,BOS,C,63,12,18.0,2.2,3.3,.673,0.0,0.0,.000,2.2,3.3,.680,.673,0.9,1.3,.704,2.4,2.7,5.0,1.6,0.5,1.0,0.4,1.6,5.3,,kornelu01
353,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5.0,.357,1.0,2.9,.358,0.7,2.1,.354,.461,0.7,1.0,.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,,loveke01
354,Jonathan Mogbo,23,TOR,PF,52,13,18.4,2.1,4.7,.437,0.3,0.9,.286,1.8,3.8,.474,.465,0.9,1.3,.708,1.6,2.7,4.3,1.7,0.8,0.5,0.9,2.0,5.3,,mogbojo01
355,Tidjane Salaün,19,CHO,PF,49,8,19.2,1.7,5.3,.326,0.9,3.1,.292,0.8,2.1,.375,.413,0.9,1.3,.719,1.2,3.1,4.2,1.1,0.6,0.2,0.9,1.2,5.3,,salauti01
356,Alex Reese,25,2TM,PF,11,0,14.7,1.8,3.6,.500,1.0,2.6,.379,0.8,1.0,.818,.638,0.5,0.7,.750,0.6,2.4,3.0,0.3,0.7,0.7,0.5,1.5,5.2,,reeseal01
356,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
356,Alex Reese,25,PHI,PF,10,0,16.0,1.9,3.9,.487,1.1,2.9,.379,0.8,1.0,.800,.628,0.6,0.8,.750,0.6,2.6,3.2,0.3,0.8,0.8,0.5,1.7,5.5,,reeseal01
357,Kyle Anderson,31,2TM,PF,50,4,14.9,2.0,4.5,.451,0.4,1.2,.367,1.6,3.3,.482,.500,0.7,1.0,.708,0.8,2.3,3.1,2.2,0.6,0.5,0.6,1.2,5.2,,anderky01
357,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,,anderky01
357,Kyle Anderson,31,MIA,SF,14,1,14.6,1.8,3.9,.455,0.2,0.6,.375,1.6,3.4,.468,.482,1.1,1.5,.762,1.1,2.2,3.3,2.1,0.4,0.3,0.6,1.5,4.9,,anderky01
358,AJ Johnson,20,2TM,SG,17,2,13.5,1.9,4.5,.434,0.6,1.9,.333,1.3,2.5,.512,.507,0.5,0.6,.727,0.2,1.4,1.5,2.2,0.4,0.1,0.9,0.7,5.0,,johnsaj01
358,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,.421,0.4,0.7,.600,0.7,2.0,.357,.500,0.1,0.3,.500,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,,johnsaj01
358,AJ Johnson,20,WAS,SG,10,2,18.5,2.5,5.7,.439,0.8,2.8,.286,1.7,2.9,.586,.509,0.7,0.9,.778,0.3,1.6,1.9,3.1,0.6,0.1,1.1,1.2,6.5,,johnsaj01
359,Drew Eubanks,27,2TM,C,52,4,13.2,2.0,3.4,.593,0.1,0.1,.500,2.0,3.3,.596,.602,0.9,1.3,.652,1.1,2.9,4.0,1.0,0.2,0.7,0.7,1.1,5.0,,eubandr01
359,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,eubandr01
359,Drew Eubanks,27,LAC,C,15,0,7.9,1.1,2.1,.531,0.0,0.1,.000,1.1,2.1,.548,.531,0.6,0.8,.750,1.0,1.5,2.5,0.3,0.1,0.3,0.3,0.7,2.9,,eubandr01
360,Rob Dillingham,20,MIN,PG,43,1,11.7,2.1,4.8,.444,0.6,1.7,.342,1.6,3.1,.500,.505,0.2,0.3,.533,0.3,0.9,1.1,2.2,0.4,0.0,1.2,0.9,5.0,,dilliro01
361,Monte Morris,29,PHO,PG,41,0,12.9,1.8,4.3,.415,0.6,1.9,.338,1.1,2.4,.475,.489,0.8,1.0,.850,0.2,1.2,1.4,1.6,0.4,0.1,0.4,0.5,5.0,,morrimo01
362,Neemias Queta,25,BOS,C,54,6,14.1,2.1,3.3,.644,0.0,0.1,.000,2.1,3.2,.655,.644,0.8,1.0,.745,1.4,2.4,3.9,0.6,0.3,0.6,0.7,1.8,5.0,,quetane01
363,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,willial06
364,Torrey Craig,34,2TM,SF,20,2,10.7,1.7,3.6,.472,1.1,2.7,.407,0.6,0.9,.667,.625,0.4,0.6,.667,1.0,1.2,2.2,0.5,0.2,0.3,0.1,1.3,4.9,,craigto01
364,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,craigto01
364,Torrey Craig,34,BOS,SF,11,1,9.1,1.1,2.5,.444,0.6,1.7,.368,0.5,0.7,.625,.574,0.5,0.7,.625,1.1,0.6,1.7,0.4,0.2,0.5,0.2,1.0,3.3,,craigto01
365,Lindy Waters III,27,2TM,SG,47,9,14.9,1.8,4.7,.372,1.2,3.5,.337,0.6,1.3,.467,.496,0.2,0.2,.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,,waterli01
365,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,,waterli01
365,Lindy Waters III,27,DET,SG,9,0,4.9,0.8,2.0,.389,0.7,1.7,.400,0.1,0.3,.333,.556,0.0,0.0,,0.1,0.2,0.3,0.6,0.3,0.0,0.3,0.3,2.2,,waterli01
366,Jeff Green,38,HOU,PF,27,2,12.1,1.8,3.5,.505,0.7,2.1,.345,1.0,1.4,.757,.611,0.6,0.7,.850,0.3,1.4,1.7,0.5,0.2,0.1,0.3,1.0,4.9,,greenje02
367,Ryan Rollins,22,MIL,PG,45,10,12.3,1.8,4.2,.444,0.6,1.9,.341,1.2,2.3,.529,.521,0.5,0.6,.852,0.4,1.2,1.7,1.4,0.7,0.4,0.8,1.4,4.8,,rolliry01
368,David Roddy,23,2TM,PF,30,3,12.5,1.7,3.7,.464,0.6,1.8,.333,1.1,1.9,.586,.545,0.6,0.7,.818,0.4,2.2,2.6,1.1,0.5,0.3,0.7,0.6,4.7,,roddyda01
368,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,,roddyda01
368,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,.421,0.7,3.7,.182,2.0,2.7,.750,.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,,roddyda01
369,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,hendrta01
370,Kevon Looney,28,GSW,C,65,6,15.1,2.0,3.9,.512,0.0,0.0,.000,2.0,3.8,.518,.512,0.7,1.3,.547,2.6,3.7,6.3,1.6,0.6,0.5,0.6,2.1,4.7,,looneke01
371,Jabari Walker,22,POR,SF,51,1,11.7,1.8,3.5,.511,0.5,1.2,.383,1.3,2.3,.576,.576,0.7,1.1,.667,1.0,2.5,3.5,0.6,0.5,0.1,0.5,1.4,4.7,,walkeja01
372,Charles Bassey,24,SAS,C,34,1,10.7,2.0,3.4,.586,0.0,0.0,,2.0,3.4,.586,.586,0.6,1.0,.636,1.6,2.8,4.4,0.5,0.4,0.9,0.7,1.4,4.6,,bassech01
373,Jaylen Clark,23,MIN,SG,30,4,14.1,1.6,3.4,.480,0.7,1.6,.447,0.9,1.8,.509,.583,0.7,0.9,.769,0.7,0.6,1.3,0.7,1.1,0.0,0.2,1.6,4.6,,clarkja02
374,Julian Phillips,21,CHI,SF,69,3,14.2,1.6,3.6,.432,0.6,2.0,.326,0.9,1.7,.557,.520,0.8,1.0,.771,0.9,1.2,2.1,0.5,0.5,0.3,0.4,1.4,4.6,,phillju01
375,Terrence Shannon Jr.,24,MIN,SG,30,1,11.1,1.8,3.8,.482,0.4,1.0,.355,1.5,2.8,.530,.531,0.6,0.7,.810,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.9,4.6,,shannte01
376,Cody Williams,20,UTA,SG,47,18,21.0,1.6,5.0,.326,0.7,2.6,.266,0.9,2.4,.393,.396,0.6,0.9,.725,0.6,1.7,2.3,1.2,0.4,0.3,0.9,1.9,4.6,,willico04
377,Trentyn Flowers,19,LAC,SF,2,0,8.0,2.0,4.5,.444,0.0,1.0,.000,2.0,3.5,.571,.444,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.5,4.5,,flowetr01
378,Mason Plumlee,34,PHO,C,68,20,17.7,1.7,2.8,.614,0.0,0.0,.000,1.7,2.7,.624,.614,1.1,1.7,.646,1.6,4.6,6.3,1.8,0.4,0.6,0.8,2.1,4.5,,plumlma01
379,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,.391,0.8,2.4,.338,0.9,1.9,.458,.485,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,,jacksre01
380,Jordan Miller,25,LAC,SF,34,0,12.1,1.7,3.9,.435,0.2,1.1,.216,1.4,2.8,.521,.466,0.8,1.0,.788,0.7,1.0,1.7,1.0,0.5,0.1,0.7,0.7,4.4,,millejo02
381,Antonio Reeves,24,NOP,SG,34,0,10.5,1.7,3.8,.442,0.8,2.0,.377,0.9,1.8,.517,.543,0.3,0.4,.846,0.4,0.6,1.1,0.7,0.4,0.1,0.5,0.5,4.4,,reevean01
382,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,.464,0.5,1.7,.278,1.2,1.8,.638,.531,0.6,0.8,.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,,bambamo01
382,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,,bambamo01
382,Mo Bamba,26,NOP,C,4,0,15.3,1.0,2.3,.444,0.0,1.0,.000,1.0,1.3,.800,.444,0.5,0.5,1.000,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5,,bambamo01
383,Dominick Barlow,21,ATL,SF,25,3,10.2,1.7,3.3,.518,0.2,0.8,.316,1.5,2.6,.578,.554,0.6,0.9,.682,0.8,1.5,2.3,0.5,0.3,0.6,0.1,1.0,4.3,,barlodo01
384,Devin Carter,22,SAC,PG,27,0,10.8,1.4,3.6,.392,0.5,1.8,.286,0.9,1.8,.500,.464,0.9,1.6,.595,0.5,1.8,2.3,1.3,0.6,0.1,0.4,0.9,4.3,,cartede02
385,Kessler Edwards,24,DAL,SF,39,17,15.1,1.7,3.5,.496,0.6,1.4,.407,1.2,2.1,.556,.578,0.3,0.3,.923,0.6,2.3,2.8,1.1,0.5,0.5,0.4,1.6,4.3,,edwarke02
386,Trevelin Queen,27,ORL,SG,28,2,13.8,1.6,4.6,.352,0.6,2.4,.242,1.0,2.2,.468,.414,0.5,0.6,.882,0.8,0.8,1.6,1.2,1.0,0.4,0.8,1.3,4.3,,queentr01
387,Dalen Terry,22,CHI,SG,64,3,12.7,1.6,3.4,.466,0.4,1.3,.346,1.2,2.2,.536,.530,0.7,1.0,.692,0.5,1.0,1.5,1.3,0.6,0.2,0.7,1.5,4.3,,terryda01
388,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01
389,Micah Potter,26,UTA,C,33,10,17.7,1.4,3.4,.423,0.9,2.5,.354,0.5,0.9,.621,.554,0.5,0.5,.889,1.1,3.0,4.2,0.8,0.3,0.3,0.8,1.3,4.2,,pottemi01
390,Gui Santos,22,GSW,PF,46,2,13.6,1.5,3.1,.479,0.7,1.8,.366,0.8,1.3,.629,.583,0.5,0.7,.706,1.2,2.0,3.1,1.4,0.4,0.2,0.8,1.7,4.2,,santogu01
391,Lamar Stevens,27,MEM,PF,9,0,10.8,1.4,3.6,.406,0.6,1.7,.333,0.9,1.9,.471,.484,0.8,1.0,.778,0.3,2.9,3.2,0.6,0.4,0.3,0.7,1.1,4.2,,stevela01
392,Jarred Vanderbilt,25,LAL,PF,25,2,16.7,1.7,3.4,.500,0.4,1.2,.310,1.3,2.2,.600,.554,0.5,1.0,.520,1.7,3.3,5.0,1.3,1.0,0.2,0.8,1.8,4.2,,vandeja01
393,Colin Castleton,24,2TM,C,19,4,15.1,1.4,3.2,.443,0.1,0.5,.111,1.4,2.7,.500,.451,1.2,1.5,.821,1.8,2.2,4.1,0.9,0.4,0.5,1.1,1.6,4.1,,castlco01
393,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,castlco01
393,Colin Castleton,24,TOR,C,9,4,26.7,2.8,5.7,.490,0.1,0.6,.200,2.7,5.1,.522,.500,1.4,1.9,.765,3.6,4.0,7.6,1.9,0.7,0.9,2.1,2.8,7.1,,castlco01
